effective_time,spl_id,spl_set_id,generic_name,brand_name,manufacturer_name,nda
20170808,448a3009-1603-4be8-b143-85a20ac4a4b5,97563516-306a-4e17-9690-edbda49ecd83,DROSPIRENONE/ETHINYL ESTRADIOL/LEVOMEFOLATE CALCIUM AND LEVOMEFOLATE CALCIUM,Safyral,Bayer HealthCare Pharmaceuticals Inc.,NDA022574
20201021,4763a6e1-816e-4ce7-8287-2e4bb489326d,68349b39-b874-4df5-813a-8633c12787ce,NITROGEN,NITROGEN,"Indiana Oxygen Company, Inc.",NDA205766
20191111,48eb52d9-8e6b-48aa-8e66-f4815652d625,8a957692-7f20-4752-b29a-53cff9325dd2,DEXLANSOPRAZOLE,Dexilant,Cardinal Health,NDA022287
20201207,524bf3a3-2521-49a3-b216-2a7d43552e4b,e1d2805c-1ede-4de5-b06e-f5cffc3ffd3c,HELIUM,HELIUM,"Norco, Inc.",NDA205819
20201024,5346f69f-05c9-46e8-b565-a64039b62e3f,36d2da2a-c90e-4aa4-8e8c-80b63034d0b6,CARBON DIOXIDE,Carbon Dioxide,"Magnegas Welding Supply-South, LLC",NDA206025
20200521,549a9896-4e4c-3bc8-06e4-dbc55a0c679f,7066d371-dc6a-0d6f-7bed-e5dd4ee912da,CARBIDOPA AND LEVODOPA,Duopa,AbbVie Inc.,NDA203952
20201016,60c301f3-4517-43d5-b471-ff78e4aa466f,39660fb0-24fd-4803-9158-8ad09439e5a8,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,Bryant Ranch Prepack,NDA020702
20200113,658e0021-116a-42a2-a7ac-a231d1eb611d,12d9728e-6b5c-4aee-bfb0-745e542ed2e4,SALMETEROL XINAFOATE,SEREVENT DISKUS,GlaxoSmithKline LLC,NDA020692
20200603,65871d4e-28af-4cda-8257-7040e34fa80e,fff5d805-4ffd-4e8e-8e63-6f129697563e,CERITINIB,ZYKADIA,Novartis Pharmaceuticals Corporation,NDA211225
20200820,66847321-d16a-4234-8b35-ca7fb5c6f2e8,f6eba4b6-9cd0-4c86-46a8-05a202641c89,HYDROCHLOROTHIAZIDE AND TRIAMTERENE,DYAZIDE,GlaxoSmithKline LLC,NDA016042
20191119,6d040194-f4be-4fcf-b571-91cb722e0ceb,be1b2398-892c-4c5d-a045-ce12f03bea8e,MANNITOL,Mannitol,B. Braun Medical Inc.,NDA016772
20200401,8ec5fffe-0d1b-4894-806e-33db13eaafc7,6f9477b5-699f-4d3b-b9a6-0cc238266237,LOTEPREDNOL ETABONATE,Lotemax SM,Bausch & Lomb Incorporated,NDA208219
20201125,b47c77d4-960b-29e1-e053-2995a90aa1d7,dd904490-83f3-4cd3-bb6f-68e28509b4b6,LEVOCARNITINE,Carnitor SF,"Leadiant Biosciences, Inc.",NDA019257
20201020,b21daea7-42e3-05b0-e053-2a95a90a012b,89544705-5d9d-4595-8870-fa46c9c14af2,OXYGEN,Oxygen,"S. J. Smith Co., Inc.",NDA205767
20201020,b21d67a6-97d3-e8b6-e053-2995a90a5ef1,9aa214de-957c-7abc-e053-2995a90acd83,NITROUS OXIDE,Nitrous Oxide,"MAVERICK OXYGEN & RESPIRATORY EQUIPMENT, LLC",NDA209989
20201001,b57acdd3-5771-4fd6-9507-3e78f02c4453,614af481-f9ef-44ac-9cb8-f421660d9cdd,CIPROFLOXACIN HYDROCHLORIDE,Ciloxan,"Alcon Laboratories, Inc.",NDA019992
20201008,ee74c4b5-da7b-4977-aee8-30f8099537f7,fe138b13-43e1-4ab2-8882-07ed91bb70ea,INDOCYANINE GREEN,IC-Green,"Akorn, Inc.",NDA011525
20201216,ee8028bf-fc86-42b2-b8ab-0290c14fe6c7,c148ead0-aee5-4d47-a9ba-5b549016a685,SILVER SULFADIAZINE,Silver Sulfadiazine,"RPK Pharmaceuticals, Inc.",NDA018810
20190409,933a87f9-237f-450b-bb47-058348d5bde6,f20ab860-e49a-4f3f-868e-6a60780af5a7,LIDOCAINE,Lidocaine,Lake Erie Medical DBA Quality Care Products LLC,NDA020612
20191120,97cb5218-4c7e-5ae5-e053-2995a90af3f2,888d9feb-fc9b-49cc-8361-30b5da86ea05,RANITIDINE,Zantac Maximum Strength 150 Cool Mint,Boehringer Ingelheim Pharmaceuticals Inc.,NDA021698
20190906,91e3a919-d6f3-8f67-e053-2a95a90abc7b,91e3a919-d6f2-8f67-e053-2a95a90abc7b,LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,Direct_Rx,NDA021342
20200120,9c9f1f5c-863b-15d3-e053-2995a90afc6e,4f1bbc1d-9585-20b2-e054-00144ff88e88,LOMOTIL,Lomotil,"RedPharm Drug, Inc.",NDA012462
20200925,b0254329-5d8a-b309-e053-2995a90a8411,ad4cb6e0-8dc5-4fbc-9ea1-6ec64e4b2f4f,DILTIAZEM HYDROCHLORIDE,Diltiazem Hydrochloride,"Clinical Solutions Wholesale, LLC",NDA018602
20201009,b1420539-ea7c-6602-e053-2a95a90a62b7,9af277a4-04f6-0805-e053-2a95a90a78c8,NITROGEN,Nitrogen,"J & M CYLINDER GASES, INC.",NDA205866
20201013,b18edf71-d686-0c1a-e053-2995a90aab8a,7b552d38-2338-415b-9d7f-ca6cc1b25aeb,OXYGEN,Oxygen,"Ali-Rob, Inc. dba Southern Oxygen & Welding Supply",NDA205849
20201016,b1cc7dea-6153-4b82-e053-2995a90a62a7,d69ce3d4-7ca4-4fe3-b49e-6655e48d6963,POLYETHYLENE GLYCOL 3350,MiraLAX,Bayer HealthCare LLC.,NDA022015
20170227,b64a3b4e-f3ea-d323-d25e-826ca8af5f78,a4330804-7179-472a-91cb-84bbd5079bb8,BARIUM SULFATE,E-Z-HD,E-Z-EM Canada Inc,NDA208036
20200119,c8d510ba-0dc3-4ff9-bfd1-bb5578233b63,209fdde4-6ab5-4b64-8d03-4a8078b76946,FENOPROFEN CALCIUM,Fenoprofen Calcium,Bryant Ranch Prepack,NDA017604
20201125,cc12edd5-a382-40b1-8fda-04d0c4901e0e,5b4dba99-6b66-4091-94f1-bf5f021c688a,DOXEPIN HYDROCHLORIDE,doxepin hydrochloride,"Currax Pharmaceuticals LLC dba Cypress, Hawthorn, Macoven",NDA022036
20200303,cf1fc381-9434-4709-abad-38d0b422aca4,d157983f-4794-400d-a3cf-c515d0c24b62,CLINDAMYCIN PHOSPHATE,Cleocin Phosphate,Pharmacia and Upjohn Company LLC,NDA050441
20191101,d88bdf44-aafa-4759-8092-415eb1bce285,d9c3dbbd-4b4b-48a2-9085-298ebe963513,ALBUTEROL SULFATE,PROAIR HFA,Proficient Rx LP,NDA021457
20201002,b0b47bd0-bbfc-fd2f-e053-2995a90a5b54,08461574-4ad0-4749-a200-53abcad5b1ee,NITROGEN,Nitrogen,AGL Inhalation Therapy Co.,NDA205766
20201002,b0b57f7b-f20e-de92-e053-2995a90a72ef,aec632cc-4c73-4821-8611-2242ccf1fe7b,CANDESARTAN CILEXETIL AND HYDROCHLOROTHIAZIDE,Candesartan Cilexetil and Hydrochlorothiazide,REMEDYREPACK INC.,NDA021093
20201026,b2956a76-e0c7-07dc-e053-2a95a90a998c,ff2ba9fb-e58a-4e57-8e96-b7e90cc6e2a8,NITROGEN,Nitrogen,Arcet Equipment Company dba Arc3 Gases North,NDA205713
20201104,b3521007-1581-4dee-e053-2a95a90a64e8,1cd3d47b-025f-4705-9daf-cf07725ec223,TOBRAMYCIN,BETHKIS,"Chiesi USA, Inc.",NDA201820
20200917,d9d69566-5f50-4410-b5f0-81920acdf924,c8c50e03-5cb8-43f4-bdef-8edd12f1945f,PITAVASTATIN MAGNESIUM,ZYPITAMAG,Medicure International Inc,NDA208379
20200312,dc2683ba-7faf-4e01-a501-142c639ef2dd,97005a1c-167e-4676-bae7-e49b38c36f9e,KETOROLAC TROMETHAMINE,Sprix,Zyla Life Sciences US Inc.,NDA022382
20190626,e2f4b2c0-a7bb-48ae-94d9-b630b88b2b72,0dad9bef-cfcc-4216-86c8-9ccd6b8613d8,CLINDAMYCIN PHOSPHATE AND TRETINOIN,VELTIN,"Almirall, LLC",NDA050803
20190107,e7004240-ad1f-4260-81bf-08757355c270,907e425a-720a-4180-b97c-9e25008a3658,CLOBETASOL PROPIONATE,CLOBETASOL PROPIONATE,"Actavis Pharma, Inc.",NDA021835
20201223,e9fa2ca4-4971-445c-80b6-7f5e91ed9374,07c9336a-77e0-4cba-b01b-07917c05ec1a,METRONIDAZOLE,Vandazole,"RPK Pharmaceuticals, Inc.",NDA021806
20200129,f25efe5c-9c1b-47b5-a48f-8d10f775d652,4e274191-b1fc-43df-af35-beb5bbacc16c,DICHLORPHENAMIDE,Keveyis,"Taro Pharmaceuticals U.S.A., inc.",NDA011366
20191101,7f4ab0f1-5f3f-422a-a945-f4f664ceb12d,5d080267-a1ad-4714-8fcd-ca291fbd1ef4,AMOXICILLIN,AMOXICILLIN,Proficient Rx LP,NDA050754
20190211,81a04c5e-55fe-339d-e053-2a91aa0a9a4d,81a51c61-88f4-6399-e053-2a91aa0a638e,ENALAPRIL MALEATE,Enalapril Maleate,St. Mary's Medical Park Pharmacy,NDA018998
20180723,85015ef0-63ff-4b7b-aa4a-6018a5cb05a3,85015ef0-63ff-4b7b-aa4a-6018a5cb05a3,DALFAMPRIDINE,dalfampridine,Mylan Pharmaceuticals Inc.,NDA022250
20200627,852e157c-194b-4f6c-8da5-0b7c9ca00455,e6f2e7ed-41a9-4a53-ac80-0cb1fa2edcbf,ESTRADIOL,Vivelle-Dot,Novartis Pharmaceuticals Corporation,NDA020538
20190805,ddd2d8a9-3e9f-4dd4-98a8-cdf6c334350b,6ec9e61c-2c26-402f-8604-f446b2e34058,"SODIUM CHLORIDE, SODIUM GLUCONATE, SODIUM ACETATE, POTASSIUM CHLORIDE AND MAGNESIUM CHLORIDE",Plasma-Lyte A,Baxter Healthcare Corporation,NDA017378
20191231,f1aaf464-688c-4d0d-8e5d-eacf65b8e27e,aea0b5a1-444b-4330-a3ce-26485dbbfe75,SORBITOL,Sorbitol,Baxter Healthcare Corporation,NDA017863
20201002,b5c3a96c-28c4-40b3-8b44-e977c4ca2a9c,a0e47a9d-78e7-4523-983a-aa259f221736,TOLCAPONE,Tasmar,Bausch Health US LLC,NDA020697
20201224,9122af83-a3a4-446d-8f2f-1bde40d822de,316bbc2f-f21b-4ec8-8f73-92486677d6ac,ALBUTEROL SULFATE,Albuterol Sulfate HFA,"RPK Pharmaceuticals, Inc.",NDA021457
20201223,b7281775-da8d-48c6-e053-2a95a90aa9bd,c4c1b8a0-d957-44f8-a7d1-aefe9b251b66,NITROGEN,NITROGEN,Volunteer Welding Supply Inc,NDA205891
20201224,559c2a3c-0ba5-473f-b0ab-693b9f1c2201,1aec81b5-ac9f-44ec-b64c-ed268bb7885b,FLUTICASONE PROPIONATE,FLOVENT HFA,"RPK Pharmaceuticals, Inc.",NDA021433
20201229,5809910d-5847-4a75-8045-7f75060085c1,7afafa63-3236-4212-9589-045db6b01c0b,RIFAXIMIN,XIFAXAN,Cardinal Health,NDA021361
20201224,f7d2ac99-2ff1-4ffa-996e-230b953287b9,8ced6ac0-22f2-42d2-bced-4a97da5507a0,DOXYCYCLINE,Doxycycline Monohydrate,"RPK Pharmaceuticals, Inc.",NDA050641
20210101,f487856e-6713-4382-a0f1-38f2b94691f4,dd0ca36d-1f54-4568-8d19-a7152addcd52,DOCETAXEL,Docetaxel,Winthrop U.S.,NDA020449
20190805,bd3f0a72-1ed3-4ad6-b9da-ae1f985e52b6,7eee0bda-06d8-4cc4-85e9-7c6e4801f09c,"SODIUM CHLORIDE, SODIUM GLUCONATE, SODIUM ACETATE, POTASSIUM CHLORIDE, AND MAGNESIUM CHLORIDE",Plasma-Lyte 148,Baxter Healthcare Corporation,NDA017378
20201111,f1cdd03f-1f3a-4279-be27-86050b7baf14,ade50241-2c10-4038-b4e9-72f6bf905f03,COPANLISIB,ALIQOPA,Bayer HealthCare Pharmaceuticals Inc.,NDA209936
20201224,0ef987e6-6d81-4256-b4a4-92f23eab45fa,d6cbb63c-e0b1-43ee-ad6f-408da0772079,CARMUSTINE,BiCNU,Heritage Pharmaceuticals Inc. d/b/a Avet Pharmaceuticals Inc.,NDA017422
20200831,2083265f-3850-458f-8744-b96d68f2a062,0b386ccc-a2d4-4d18-a2d7-e46ff894c674,BETAMETHASONE VALERATE,Betamethasone Valerate,E. Fougera & Co. a division of Fougera Pharmaceuticals Inc.,NDA018865
20200217,bdce787c-0fb4-4006-9165-ced25f38b8c1,808a9d0b-720b-4034-a862-5122ff514608,METHADONE HYDROCHLORIDE,METHADOSE,SpecGx LLC,NDA017116
20210111,b8a36711-316d-f7c7-e053-2995a90a2549,ed7b5d41-7475-4c10-99b9-b62b3434ae60,TESTOSTERONE UNDECANOATE,Jatenzo,"Clarus Therapeutics, Inc.",NDA206089
20201130,4e79c358-715c-4406-8260-cb83efbc55ec,c8c05e98-ec28-4636-8e5c-9a2557483e3c,ERYTHROMYCIN AND BENZOYL PEROXIDE,Benzamycin,"Bausch Health US, LLC",NDA050557
20201209,5b9126ea-e12e-4794-9bc5-01b07ecb7729,824f19c9-0546-4a8a-8d8f-c4055c04f7c7,REGORAFENIB,Stivarga,Bayer HealthCare Pharmaceuticals Inc.,NDA203085
20210106,b83d475e-3fbf-6c25-e053-2995a90a71e0,b32fe71a-4a58-04a1-64d3-bc3cc4a895bf,POTASSIUM CITRATE,Potassium Citrate,"Biocomp Pharma, Inc.",NDA019071
20210108,a73f9c89-51ee-418d-8b76-1571d616bfba,e5f09468-7ac8-40ba-a85b-758a32f586c3,ULIPRISTAL ACETATE,Ella,A-S Medication Solutions,NDA022474
20210115,01ec2935-0653-4173-8e90-b3e3dbb135a6,ace9a43b-f9bd-4896-abfe-0ef4fec67ddf,BENDAMUSTINE HYDROCHLORIDE,Bendeka,"Teva Pharmaceuticals USA, Inc.",NDA208194
20201204,2d4f7306-a0ef-4169-b675-da519c70a6bd,beb226ab-f684-42de-93a4-edb2263ddb11,PRALSETINIB,GAVRETO,Blueprint Medicines Corporation,NDA213721
20210112,dabfd184-899f-4644-9cd8-a559ce040203,cff7de45-148b-4e96-88fd-6052bf75b5f7,GABAPENTIN,GABAPENTIN,Greenstone LLC,NDA020235
20200227,25bd0281-c1fa-4ef0-bd36-69ba79c8da18,7de48bdb-9a05-4f2a-bbff-dcfeb284ca6e,DEXTROSE MONOHYDRATE,Dextrose,Baxter Healthcare Corporation,NDA020179
20210112,ae24b6c4-e9c0-4108-89f2-3b2ba4166b49,9146ae05-918b-483e-b86d-933485ce36eb,BREMELANOTIDE,Vyleesi,"AMAG Pharmaceuticals, Inc.",NDA210557
20210118,b92f81c4-c649-31e6-e053-2a95a90a38cc,307431c7-12de-21e5-e054-00144ff88e88,IBUPROFEN LYSINE,Ibuprofen Lysine,Prasco Laboratories,NDA021903
20201016,15e2a5db-cb12-47d4-9552-430076069c27,7f22f741-7409-4080-9928-de5caac75a1d,DICLOFENAC EPOLAMINE,diclofenac epolamine,"Quality Care Products, LLC",NDA021234
20201215,91e0f365-876e-4d8b-a217-8e5ad0752d73,da0314f6-b1d6-44ee-8b1e-f763dbb8613f,SILODOSIN,RAPAFLO,"Allergan, Inc.",NDA022206
20210114,9f20354d-679a-404d-886d-d4be607bb852,25f21d25-14f8-4fda-91f6-7aa8b68aa1c8,VIBEGRON,GEMTESA,"Urovant Sciences, Inc.",NDA213006
20201014,44fa3c46-2cfb-45cd-90ca-ede7f2608c43,3f09e0ac-80dc-271b-1700-a8d499535a10,PREGABALIN,Lyrica,Bryant Ranch Prepack,NDA021446
20200812,266a7143-c10d-40ee-b217-e565db2295b7,4a06d3b2-7229-4398-baba-5d0a72f63821,COLESEVELAM HYDROCHLORIDE,Welchol,Daiichi Sankyo Inc.,NDA021176
20190808,584b3956-bfa2-4b08-80c3-ff7de4516c40,8ddd2577-311a-4967-bb67-ad72e2b76f83,ISOSORBIDE DINITRATE,Isordil Titradose,Bausch Health US LLC,NDA012093
20210126,6b264a9e-f32b-4d56-8738-70b8d36c95b2,02c70c23-b644-430c-b524-29af3360436d,METHENAMINE HIPPURATE,HIPREX,Validus Pharmaceuticals LLC,NDA017681
20210129,5d265270-9d04-4017-9753-f2abb9130b4a,d9a4179d-b21d-4921-be29-089ecfcb6e6a,MORPHINE SULFATE,Morphine Sulfate,Lake Erie Medical & Surgical Supply DBA Quality Care Products LLC,NDA022195
20210122,b98115bc-9ade-f75b-e053-2995a90acb04,bbab2bec-ed97-45c1-9e04-16e1982d3bef,TRIAMCINOLONE ACETONIDE,KENALOG-10,REMEDYREPACK INC.,NDA012041
20210128,4674bcef-6fa2-44f8-a684-c1ba42a21d5e,21ff33df-b092-4cc6-9fe2-8e5cdc475e41,CARBON DIOXIDE,Carbon Dioxide,"Airgas Usa, LLC",NDA206025
20210112,a7a51c52-4c68-478f-a287-686ff2f4028d,3a18d5a7-04c5-4137-8155-70a8adc0a48b,BUDESONIDE,budesonide,"Paddock Laboratories, LLC.",NDA021324
20210114,c4869820-1a83-42b5-8ba0-46fa98e373fd,35902e95-e00c-47ae-8f4e-ba17d41881ce,SEMAGLUTIDE,Ozempic,A-S Medication Solutions,NDA209637
20200723,bea8ff63-1eaf-4d40-a913-dafabf9f0c63,aa88f583-4f5f-433b-80b4-1f4c9fb28357,GLATIRAMER ACETATE,Copaxone,"Teva Neuroscience, Inc.",NDA020622
20210119,b946f074-c20b-905e-e053-2a95a90a3422,95f4b2ad-2c58-470f-a227-b0096c0f84fa,EMPAGLIFLOZIN,Jardiance,REMEDYREPACK INC.,NDA204629
20210121,1abdc08c-c1e0-45ce-aeea-632a623d9895,19486f52-1c7b-43b8-ba48-0d1a6389fedf,COLCHICINE,Colchicine,Major Pharmaceuticals,NDA204820
20210128,5ce965d2-8c16-48a1-ab7f-40af72f1c9c1,e5721cb8-4185-47b9-bbb3-1c587e558a03,VANDETANIB,CAPRELSA,Genzyme Corporation,NDA022405
20210120,26f0bc51-fbc5-4d99-9972-6344f51f64a6,25828db2-4942-4f7c-a0d5-dc66f82cfb71,EPHEDRINE SULFATE,Akovaz,"Avadel Legacy Pharmaceuticals, LLC",NDA208289
20210120,b95b2fc2-aca9-e8e8-e053-2a95a90a0e2a,8917e527-990a-17c0-e053-2a95a90a4631,APIXABAN,ELIQUIS,"RedPharm Drug, Inc.",NDA202155
20210121,b97044f4-0e75-5eb0-e053-2995a90a8021,9c0f8590-c928-4f82-a8b2-8b2a5f728936,ENALAPRIL MALEATE,Enalapril Maleate,REMEDYREPACK INC.,NDA018998
20201211,0ba214c6-250e-42a0-aea8-5e44aba04882,c6e131fe-e7df-4876-83f7-9156fc4e8228,ATORVASTATIN CALCIUM,Lipitor,Parke-Davis Div of Pfizer Inc,NDA020702
20210205,ba9ee8b4-ee9c-3d1b-e053-2995a90a11de,788b6c64-1b6d-0058-e053-2a91aa0aa99c,LEVOPHED(R) NOREPINEPHRINE BITARTRATE,LEVOPHED(R) NOREPINEPHRINE BITARTRATE,"HF Acquisition Co LLC, DBA HealthFirst",NDA007513
20210130,5883d28c-e409-4338-b19d-f6b1f92ce1b5,dfc2ab1e-0d75-4eff-9489-2afb51b02702,FENOPROFEN CALCIUM,Nalfon,"Xspire Pharma, Llc",NDA017604
20210201,76b5a1ce-e601-457c-ab35-43533bba4394,76b5a1ce-e601-457c-ab35-43533bba4394,NALOXONE HYDROCHLORIDE,Narcan,Proficient Rx LP,NDA208411
20210127,f89754d5-a3d4-44c9-b175-1bf0581e18da,4d77772f-874f-9c87-2d80-ca467c7690a1,HYDROMORPHONE HYDROCHLORIDE,Dilaudid,"Fresenius Kabi USA, LLC",NDA019034
20210204,f8d52507-7da6-4a27-8034-8441ff969fbf,29325682-e82a-4e6c-80c0-c1c2c3943f74,METOPROLOL SUCCINATE,METOPROLOL SUCCINATE,A-S Medication Solutions,NDA019962
20210205,307bad1d-fb06-4a82-8d03-cdbb864e26c6,bac2c9a1-0300-412c-964b-eba3ed73d8cb,HEPARIN SODIUM,Heparin Sodium,"General Injectables & Vaccines, Inc",NDA017029
20201225,2acff21e-7d8f-4b03-b7b7-9400f54f66ac,018525b1-e37d-4ff2-9dc3-36b3d90ac3e0,ALLOPURINOL,Aloprim,Mylan Institutional LLC,NDA020298
20201202,6ecf85fe-35da-4585-9867-1cf88e76f279,a851795e-b7a8-40c3-9922-5e79d3eb4d92,PYRIDOSTIGMINE BROMIDE,Mestinon,"Bausch Health US, LLC",NDA009829
20201210,29251289-9ecc-4c20-9669-3455d904171a,08098cb2-c048-4640-f387-6beec4a38936,PANTOPRAZOLE SODIUM,Protonix Delayed-Release,"Wyeth Pharmaceuticals LLC, a subsidiary of Pfizer Inc.",NDA020987
20190927,fe7553ec-43ac-4528-81a9-1921282b0741,22058b7d-a578-4eaa-a476-ac982337f02a,DAPSONE,Aczone,"Almirall, LLC",NDA207154
20201023,f26f9c17-97e5-4747-8a73-26668d2b6541,3febc0a1-9e5a-4ce0-843d-210f21d862c4,TOLVAPTAN,Jynarque,"Otsuka America Pharmaceutical, Inc.",NDA204441
20210211,64088921-b567-4dbf-9443-871c35b0d9a0,d262661c-860d-482e-aa8d-3cf1f252b32a,NATAMYCIN,NATACYN,"Alcon Laboratories, Inc.",NDA050514
20210202,74bb6412-7e0d-46ad-bbf6-26aa7e5d6c04,0602c22a-67b7-4708-bdbb-28a69d52d616,MOMETASONE FUROATE MONOHYDRATE,Mometasone Furoate Monohydrate,Sandoz Inc.,NDA020762
20210213,bb341c51-9f48-474f-e053-2995a90ad6dc,a13bd208-f29f-1cbc-e053-2995a90a08ba,NAPROXEN SODIUM,Naproxen Sodium,WALGREEN COMPANY,NDA021920
20210210,259b9a5f-b63a-44a0-8d05-1bb38cfc85bd,991fe00b-498b-400e-9e5b-921cb07d9b2c,METOPROLOL SUCCINATE,TOPROL XL,Aralez Pharmaceuticals US Inc.,NDA019962
20210209,4fe6bca5-6a38-4416-af93-5af8aab13d5b,3361dd6c-4b03-4c42-9b95-4ecd43c34294,OZENOXACIN,Xepi,"Cutanea Life Sciences, Inc.",NDA208945
20201030,73c3cb88-0a4d-4cb7-9290-6e29cac4be49,c5e8e2fd-7087-4b78-9181-cc259c0be2f1,RIFAXIMIN,XIFAXAN,"Salix Pharmaceuticals, Inc.",NDA021361
20210203,edd04b63-ab97-40cd-92d1-7f77abf0e0b8,6d55baa9-2b62-469c-93ae-3909ab249332,DESMOPRESSIN ACETATE,DDAVP,Ferring Pharmaceuticals Inc.,NDA019955
20201231,dea0cb1f-7ec8-4f54-968f-8f095fa8ac95,970a0191-693c-480b-aeff-9f8956936159,PYRIDOSTIGMINE BROMIDE,pyridostigmine bromide,Oceanside Pharmaceuticals,NDA015193
20200804,6cd3ce37-05e1-4681-bddc-a5e0ad71b818,5777b8a8-ada6-4950-8548-43a1de11f075,EMPAGLIFLOZIN,Jardiance,Cardinal Health,NDA204629
20210131,922fa6f9-ca92-4a91-bc9a-1a523a61b49a,3850cce2-6137-42e5-a792-d318c4a4b3b5,CABOZANTINIB,CABOMETYX,"Exelixis, Inc.",NDA208692
20210218,8dc5abc6-8e28-441c-a099-404cdb7bf7a3,de03bd69-2dca-459c-93b4-541fd3e9571c,CLOBAZAM,Onfi,Lundbeck Pharmaceuticals LLC,NDA203993
20210217,96d11fe5-d6a8-4676-b476-175de7d42846,cd270093-c6a8-4596-a4ab-e6aa0a2c8a0c,ETELCALCETIDE,PARSABIV,Amgen Inc,NDA208325
20210216,a25fe0f0-7aeb-4e5a-aa25-9a9abeb0fc62,cf306656-0d4c-4edd-9d6a-3471f99484e6,FLUTICASONE PROPIONATE AND SALMETEROL,ADVAIR DISKUS,A-S Medication Solutions,NDA021077
20210216,bb7bdc98-4f5d-83d5-e053-2a95a90a7feb,696d0623-e483-6d47-e053-2a91aa0aa5bc,DICLOFENAC SODIUM,Diclofenac Sodium,"NuCare Pharmaceuticals,Inc.",NDA022122
20190522,111abed0-61c5-49ad-b381-d3a20540cd19,35e89d4e-45cf-4374-bf93-fca8d40d783b,FENOFIBRATE,Fenoglide,"Santarus, Inc.",NDA022118
20210223,30d49569-66c6-442f-b899-ccc91b6462b0,e2f24e91-4893-40bf-b310-d93db95d2442,"NORETHINDRONE ACETATE AND ETHINYL ESTRADIOL, ETHINYL ESTRADIOL AND FERROUS FUMARATE",Lo Loestrin Fe,A-S Medication Solutions,NDA022501
20210217,5e2e8a72-4ec2-4e3d-b278-93f1c20321a1,4ab12da7-5731-4e06-bf1c-bc3f2e711f12,MISOPROSTOL,Cytotec,Pfizer Laboratories Div Pfizer Inc,NDA019268
20201029,fde8c078-f9df-49d0-b34c-951c35e805a7,e505ab99-1943-4216-a178-4d5dbe64e3b2,MESALAMINE,Rowasa,Meda Pharmaceuticals,NDA019618
20210225,3435cdcd-58f1-4c27-98f6-a2509d2a7fd7,de3d9c26-572b-4ea4-9b2d-dd58a2b3e8fa,CABAZITAXEL,Jevtana,Sanofi-Aventis U.S. LLC,NDA201023
20180501,9235c1d8-4038-475c-9962-bbf988d600c7,ad414461-262f-43fe-9a3d-bab300b719ed,URSODIOL,Actigall,"Allergan, Inc.",NDA019594
20210222,b01af4e2-0936-4d97-acc3-73b616c63844,038e6c40-9421-40ef-874b-8f4d7110a74a,FLUTICASONE PROPIONATE,FLOVENT DISKUS,A-S Medication Solutions,NDA020833
20210131,cce0408b-d981-4c18-b80b-d9e4d65ab15e,e701ef07-9499-4b56-931f-f4eb3eedbe24,ACETYLCHOLINE CHLORIDE,Miochol E,Bausch & Lomb Incorporated,NDA020213
20210216,6f6fcaa4-e82f-4850-bf75-b5806f0478af,2cdecefe-c9e4-4af3-bbaa-a1111c768d29,UMBRALISIB,UKONIQ,"TG Therapeutics, Inc.",NDA213176
20201013,c4c8e735-6ef1-49ce-9413-48134b4fd692,7951139c-b271-45a4-b523-34b23800917b,MESALAMINE,APRISO,"Salix Pharmaceuticals, Inc.",NDA022301
20210303,7becdf23-bc70-478f-8f24-d835d9aa9b88,c15c7b7e-4b7f-4489-bbbc-884caeee0669,NIRAPARIB,ZEJULA,GlaxoSmithKline LLC,NDA208447
20210301,82079e93-6f13-47db-866c-4c6ed3059c60,d16b5ec8-8b6c-44be-b7de-e19eb203cd89,METOPROLOL SUCCINATE,METOPROLOL SUCCINATE,A-S Medication Solutions,NDA019962
20210301,7164c86a-8886-404a-924f-af4b75dc28e8,23b3a6a8-b53e-46a1-ad2f-8a33e1c22fcf,LABETALOL HYDROCHLORIDE,Labetalol Hydrochloride,A-S Medication Solutions,NDA018716
20180202,8250e16c-e535-4e00-9f5e-6357dfef77de,41bc12af-fac5-4ac1-b907-dcb3e35a054c,ACETIC ACID,Acetic Acid,Baxter Healthcare Corporation,NDA018523
20210301,4de2ab56-3763-45b0-a983-9250f6c26f58,0b489f1a-b49b-4218-a863-71c5c7082bd6,PHENDIMETRAZINE TARTRATE,PHENDIMETRAZINE TARTRATE,A-S Medication Solutions,NDA018074
20210131,6957f5e4-982a-470f-99c9-ff96270cde3c,1ab0f849-2a0d-47ce-ad05-768094da8cc9,FLUOCINOLONE ACETONIDE,Retisert,Bausch & Lomb Incorporated,NDA021737
20210224,bc90d9c0-4e7a-40b8-e053-2a95a90aaa01,550eb76a-e4a6-4fa1-ad65-c0fd8b0ce783,DALFAMPRIDINE,AMPYRA,"Acorda Therapeutics, Inc.",NDA022250
20210308,bd0c720f-c140-401e-e053-2a95a90a970d,0f8fd0fb-97bc-479e-a9e9-104ea7b230e7,ALBUTEROL SULFATE,Proventil HFA,Merck Sharp & Dohme Corp.,NDA020503
